appid,genres
304270,
333250,"action, adventure, casual, indie, rpg"
371670,"adventure, indie, strategy"
385260,"action, free to play, indie, massively multiplayer, rpg"
394540,"action, adventure, indie"
366640,"action, adventure, indie, rpg"
1018010,"action, adventure, racing, rpg, simulation, sports"
1094000,"indie, simulation"
1209490,"action, adventure, indie"
1301210,"action, adventure, free to play, indie, sports"
1484720,"action, indie"
623280,"action, rpg"
1809700,"adventure, rpg, strategy"
311700,
4770,strategy
439700,massively multiplayer
547680,"casual, free to play, indie, rpg, simulation, strategy, early access"
461040,"action, casual, indie"
3390,casual
277390,"action, indie, sports"
286240,"indie, racing, rpg, sports"
287260,racing
294570,"adventure, casual"
294700,"adventure, casual"
331750,adventure
341720,"casual, free to play, indie, simulation"
381890,indie
244710,"adventure, indie"
406150,"adventure, casual, indie"
445000,"action, casual, indie"
634160,"casual, indie, rpg, simulation"
828900,"adventure, indie"
846470,"action, adventure, casual"
848030,"casual, indie, rpg, strategy"
849210,"action, adventure, early access"
883360,"adventure, casual, indie, simulation"
894620,"action, adventure, indie, rpg"
977630,"adventure, casual, indie"
986310,"action, adventure, indie"
1061180,"action, adventure, indie, racing"
1075170,"action, adventure, indie"
1095040,"adventure, indie, rpg"
1137350,"indie, strategy"
1232150,"adventure, casual, strategy"
1234620,"indie, racing"
1301950,"action, adventure, casual, indie, racing, simulation"
1315980,"indie, simulation, strategy"
1377150,"adventure, casual"
1451650,"action, adventure, indie"
1466640,"action, adventure, indie"
1549550,"adventure, indie, rpg"
1569150,"action, adventure, indie"
1701800,"action, adventure, indie"
1740930,"action, racing, simulation"
1949960,action
1990050,"adventure, casual, indie, massively multiplayer, rpg, simulation"
2207480,"adventure, indie, rpg, strategy"
2214080,"indie, rpg, strategy"
2353760,"action, adventure, casual, free to play, indie, simulation, strategy"
209950,"casual, indie, strategy"
224500,"indie, simulation, strategy"
234920,"adventure, casual, indie, simulation"
429720,"action, adventure, indie"
441010,"action, indie, simulation, sports"
551370,"animation & modeling, design & illustration, education, early access"
559010,"free to play, simulation"
578330,action
587470,"casual, indie, simulation"
589200,"adventure, indie"
591680,"indie, simulation"
624460,"indie, audio production"
650090,"accounting, animation & modeling, audio production, design & illustration, education, photo editing, software training, utilities, video production, web publishing, game development"
691160,"casual, indie"
735460,"casual, free to play, early access"
748370,"action, massively multiplayer, simulation"
757380,"action, casual, free to play, indie, massively multiplayer, simulation"
951940,"action, casual, indie, strategy"
1238080,"action, adventure, racing"
1263550,"action, adventure, free to play"
966320,indie
937310,"free to play, indie, strategy"
2294130,"action, casual, indie, rpg, strategy"
2339690,casual
581910,"action, adventure, casual, indie, strategy, early access"
814300,"action, casual, indie"
1506830,"simulation, sports"
1811260,"simulation, sports"
794800,"casual, strategy"
1027820,"action, adventure, indie, massively multiplayer, simulation"
1520380,"action, adventure, massively multiplayer"
1773180,casual
298030,strategy
828050,"adventure, indie"
737800,"racing, simulation, sports"
1166290,"adventure, casual, indie, simulation, strategy"
628950,"adventure, casual, indie"
465760,"action, adventure, indie"
94300,"adventure, casual, indie"
725120,"action, indie, simulation"
840010,"adventure, indie, rpg, simulation"
914750,"adventure, casual, simulation"
1148760,"indie, rpg, simulation"
1372320,"casual, indie, simulation"
1458100,"casual, indie"
1472660,"adventure, casual, indie, rpg, simulation"
1574580,"adventure, indie, simulation"
1137300,"action, adventure"
1570010,"action, adventure, indie"
1896700,"adventure, simulation"
242800,
667870,"free to play, indie, rpg, strategy"
855860,"action, indie"
999860,"action, casual, free to play, indie, early access"
1016790,"action, adventure, indie"
12370,strategy
61510,"rpg, strategy"
202530,
42170,"action, adventure, indie, rpg, strategy"
205060,"action, indie"
280320,"casual, indie, rpg"
292140,rpg
318970,"adventure, indie, rpg"
400910,"action, adventure, casual, indie"
421050,"adventure, indie"
445040,"adventure, indie, rpg"
449960,"action, adventure, casual, indie, rpg"
486780,"action, casual, simulation, sports"
495280,rpg
552450,"action, indie"
596970,"adventure, indie, rpg"
698540,"indie, strategy"
727850,"action, indie"
469600,"casual, indie, strategy"
959000,"adventure, indie"
1182310,adventure
1281800,"adventure, free to play, indie"
1940340,"indie, rpg, strategy"
6510,"action, adventure"
13510,
23400,"simulation, strategy"
18600,"indie, strategy"
22130,strategy
22340,
21980,action
34410,action
10530,
37700,action
32770,action
38060,
31700,"action, indie"
42890,strategy
63700,"action, casual, indie"
58540,
47870,racing
13500,"action, adventure"
13600,"action, adventure"
27940,"action, indie"
203730,
39540,"action, rpg"
80310,"adventure, indie"
206980,
223430,"action, adventure, indie, rpg, simulation"
251170,adventure
260230,adventure
264240,"action, adventure, indie, rpg"
274980,"casual, indie, simulation, strategy"
283160,"action, indie, simulation"
283840,"action, indie"
288040,"adventure, indie"
288930,"adventure, indie"
293540,"action, free to play, indie, massively multiplayer, rpg"
299540,"indie, rpg"
303210,"adventure, indie"
303310,adventure
304290,"indie, rpg"
313080,"action, indie, strategy"
315860,"indie, rpg"
318310,"indie, rpg"
326480,"adventure, casual, simulation"
329070,"action, indie, simulation, strategy, early access"
336140,"adventure, indie, rpg"
339350,"indie, rpg"
347620,"adventure, casual, indie, simulation"
352610,indie
352700,"action, casual, free to play, massively multiplayer"
353130,"action, free to play, indie, massively multiplayer, simulation"
359400,"adventure, indie, rpg"
373390,"adventure, indie, rpg, strategy"
375130,"indie, rpg"
386520,"indie, rpg"
396310,indie
402620,adventure
406550,adventure
409160,"free to play, indie"
411570,"indie, rpg"
421630,"indie, rpg"
423120,"indie, rpg"
423320,"indie, rpg"
430440,
437630,"adventure, indie"
446310,"adventure, indie, rpg"
446330,"adventure, indie, rpg"
453480,"strategy, free to play"
453910,"casual, indie"
455820,"action, adventure, indie, rpg"
460960,"adventure, indie, rpg"
472870,adventure
494100,"adventure, indie"
417910,"action, massively multiplayer, simulation, sports"
510520,"adventure, indie"
473950,"adventure, indie"
520530,"action, indie, massively multiplayer, early access"
523210,"casual, indie"
526490,"adventure, casual, indie"
544810,"casual, free to play, indie, strategy"
547990,"adventure, indie, rpg"
551770,"action, adventure, indie"
451780,"rpg, strategy"
558420,"adventure, indie"
577480,adventure
584980,"adventure, indie"
585180,"adventure, indie, rpg"
585890,"adventure, casual, indie"
586030,"free to play, strategy, early access"
588040,"adventure, casual, indie"
588230,"adventure, indie"
594330,"action, adventure, indie, simulation"
613450,indie
445190,"indie, rpg, strategy"
624270,"adventure, indie"
572520,"action, free to play, strategy, early access"
234270,"adventure, casual, indie"
629650,adventure
631570,adventure
635940,"adventure, casual, simulation"
648100,"adventure, indie"
648580,adventure
655770,"adventure, indie, simulation"
668350,adventure
668360,adventure
669330,"action, massively multiplayer, simulation, strategy, early access"
676820,"adventure, casual, indie"
687800,rpg
712730,"adventure, indie, simulation"
716500,indie
720380,strategy
730430,"adventure, simulation, strategy"
730590,
735570,"action, casual, free to play, indie"
735580,"adventure, casual"
736850,strategy
741140,"action, adventure, rpg"
748890,"adventure, indie, rpg"
764050,"action, adventure, free to play, indie, massively multiplayer, simulation, strategy"
774181,"indie, early access"
800600,"adventure, indie, rpg"
800620,"adventure, indie, rpg"
802890,"adventure, casual"
809020,"action, indie"
360620,"action, free to play, indie, rpg, sports, strategy"
822830,"action, adventure, indie, rpg"
835960,"action, adventure"
847290,"adventure, indie, rpg"
849740,"indie, rpg, simulation"
857450,"adventure, casual"
881560,"adventure, casual, simulation"
894460,"casual, indie, simulation"
897220,"adventure, casual"
899310,"action, adventure, indie, strategy"
900400,"adventure, rpg, early access"
766370,"action, rpg, early access"
917720,"adventure, indie, rpg"
917840,"adventure, indie, rpg, strategy"
918380,"adventure, indie, rpg"
931560,adventure
938560,"adventure, indie"
980830,adventure
987840,"rpg, strategy"
1008860,"action, adventure, casual, indie"
1011190,"indie, simulation"
1033110,"adventure, casual, indie"
1034940,adventure
1035560,"action, adventure, casual, indie"
1044620,"adventure, casual"
1047440,simulation
1059980,"action, casual, indie, early access"
1069760,"adventure, indie, rpg, simulation"
1070790,"casual, indie, simulation, strategy"
1077970,"adventure, indie"
1093910,"adventure, indie, rpg"
1101360,"action, indie, racing, strategy"
1108590,"action, adventure, indie, rpg"
1110030,"adventure, indie, rpg"
1137400,"adventure, indie, rpg"
1139940,rpg
1142080,"indie, strategy"
1151450,"adventure, rpg, simulation, strategy"
1194630,adventure
1200720,"casual, simulation"
1207650,"adventure, indie, rpg"
1217390,"adventure, casual, indie"
1222400,"adventure, casual, indie, rpg"
1227570,"adventure, casual, indie"
1232180,casual
1233950,"adventure, casual, indie, rpg"
1241510,"adventure, casual, indie, rpg, simulation"
1243670,adventure
1266030,"adventure, indie, rpg, simulation, strategy"
1266100,"adventure, casual, indie, rpg"
1269640,"adventure, casual, indie"
1269950,"adventure, casual, indie, rpg, simulation"
1272070,"adventure, indie, simulation"
1277510,"adventure, strategy"
1277940,"casual, simulation"
1281590,adventure
1282200,"adventure, casual, indie, rpg, simulation"
1282210,"action, adventure"
1283410,"action, adventure, indie"
1343810,"action, adventure, casual, indie, rpg"
1364100,"adventure, indie"
1369630,"action, indie, rpg"
1372810,"indie, simulation, sports"
1379110,"casual, indie"
1393570,"action, adventure, casual, indie"
1410710,"indie, simulation, strategy"
1425730,"action, adventure"
1428310,"rpg, simulation"
1432500,adventure
1478070,"action, strategy"
1491710,"simulation, strategy"
1514930,"casual, indie"
1521580,"action, casual, indie, strategy"
